index,conm,type,cik,date,path
16065583,"Electronic Cigarettes International Group, Ltd.",NT 10-Q,1398702,2016-08-15,https://www.sec.gov/Archives/edgar/data/1398702/0001615774-16-006801-index.htm
16065874,Emerald Medical Applications Corp.,NT 10-Q,797542,2016-08-15,https://www.sec.gov/Archives/edgar/data/797542/0001295345-16-000620-index.htm
16065889,Emerge Energy Services LP,NT 10-Q,1555177,2016-08-10,https://www.sec.gov/Archives/edgar/data/1555177/0001104659-16-138674-index.htm
16066262,"Ener-Core, Inc.",NT 10-Q,1495536,2016-08-15,https://www.sec.gov/Archives/edgar/data/1495536/0001213900-16-016051-index.htm
16066290,"Energie Holdings, Inc.",NT 10-Q,774937,2016-08-15,https://www.sec.gov/Archives/edgar/data/774937/0000721748-16-001560-index.htm
16066480,EnergyTEK Corp.,NT 10-Q,748268,2016-08-16,https://www.sec.gov/Archives/edgar/data/748268/0001445866-16-002527-index.htm
16066487,"Enerpulse Technologies, Inc.",NT 10-Q,1495899,2016-08-16,https://www.sec.gov/Archives/edgar/data/1495899/0001493152-16-012541-index.htm
16066745,"Entia Biosciences, Inc.",NT 10-Q,1408299,2016-08-16,https://www.sec.gov/Archives/edgar/data/1408299/0001185185-16-005245-index.htm
16066834,"Eos Petro, Inc.",NT 10-Q,1419583,2016-08-09,https://www.sec.gov/Archives/edgar/data/1419583/0001445866-16-002455-index.htm
16066858,"Epoxy, Inc.",NT 10-Q,1428816,2016-08-15,https://www.sec.gov/Archives/edgar/data/1428816/0001594062-16-000551-index.htm
16066875,Equinox Frontier Balanced Fund,NT 10-Q,1389122,2016-08-16,https://www.sec.gov/Archives/edgar/data/1389122/0001580642-16-010275-index.htm
16066890,Equinox Frontier Diversified Fund,NT 10-Q,1450720,2016-08-16,https://www.sec.gov/Archives/edgar/data/1450720/0001580642-16-010275-index.htm
16066905,Equinox Frontier Funds,NT 10-Q,1261379,2016-08-16,https://www.sec.gov/Archives/edgar/data/1261379/0001580642-16-010275-index.htm
16066908,Equinox Frontier Heritage Fund,NT 10-Q,1389123,2016-08-16,https://www.sec.gov/Archives/edgar/data/1389123/0001580642-16-010275-index.htm
16066920,Equinox Frontier Long/Short Commodity Fund,NT 10-Q,1389128,2016-08-16,https://www.sec.gov/Archives/edgar/data/1389128/0001580642-16-010275-index.htm
16066932,Equinox Frontier Masters Fund,NT 10-Q,1450722,2016-08-16,https://www.sec.gov/Archives/edgar/data/1450722/0001580642-16-010275-index.htm
16066935,Equinox Frontier Select Fund,NT 10-Q,1389125,2016-08-16,https://www.sec.gov/Archives/edgar/data/1389125/0001580642-16-010275-index.htm
16066938,Equinox Frontier Winton Fund,NT 10-Q,1389124,2016-08-16,https://www.sec.gov/Archives/edgar/data/1389124/0001580642-16-010275-index.htm
16067091,"Essense Water, Inc.",NT 10-Q,1459287,2016-07-14,https://www.sec.gov/Archives/edgar/data/1459287/0001459287-16-000015-index.htm
16067172,Evans Brewing Co Inc.,NT 10-Q,1580490,2016-08-15,https://www.sec.gov/Archives/edgar/data/1580490/0001213900-16-015966-index.htm
16067307,"Evergreen-Agra, Inc.",NT 10-Q,1438673,2016-08-15,https://www.sec.gov/Archives/edgar/data/1438673/0001477932-16-011933-index.htm
16067444,"Exactus, Inc.",NT 10-Q,1552189,2016-08-15,https://www.sec.gov/Archives/edgar/data/1552189/0001415889-16-006821-index.htm
16067594,Exterran Corp,NT 10-Q,1635881,2016-08-12,https://www.sec.gov/Archives/edgar/data/1635881/0001635881-16-000115-index.htm
16067750,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,NT 10-Q,1036960,2016-08-08,https://www.sec.gov/Archives/edgar/data/1036960/0001193125-16-674299-index.htm
16068043,FASTFUNDS FINANCIAL CORP,NT 10-Q,779956,2016-08-15,https://www.sec.gov/Archives/edgar/data/779956/0001554795-16-000803-index.htm
16069792,FIRST ACCEPTANCE CORP /DE/,NT 10-Q,1017907,2016-08-16,https://www.sec.gov/Archives/edgar/data/1017907/0001564590-16-024469-index.htm
16069831,FIRST ASIA HOLDINGS Ltd,NT 10-Q,1081568,2016-08-15,https://www.sec.gov/Archives/edgar/data/1081568/0001137050-16-000291-index.htm
16070182,FIRST HARTFORD CORP,NT 10-Q,36369,2016-09-14,https://www.sec.gov/Archives/edgar/data/36369/0001003297-16-000819-index.htm
16071339,FLAMEL TECHNOLOGIES SA,NT 10-Q,1012477,2016-08-10,https://www.sec.gov/Archives/edgar/data/1012477/0001144204-16-118024-index.htm
16074525,"FTE Networks, Inc.",NT 10-Q,1122063,2016-08-16,https://www.sec.gov/Archives/edgar/data/1122063/0001493152-16-012529-index.htm
16074720,FUTURELAND CORP.,NT 10-Q,1424549,2016-08-12,https://www.sec.gov/Archives/edgar/data/1424549/0001561661-16-000059-index.htm
16074842,FairWind Energy Inc.,NT 10-Q,1603345,2016-07-18,https://www.sec.gov/Archives/edgar/data/1603345/0001477932-16-011437-index.htm
16075503,"Fenix Parts, Inc.",NT 10-Q,1615153,2016-08-16,https://www.sec.gov/Archives/edgar/data/1615153/0001615153-16-000117-index.htm
16076153,First American Silver Corp.,NT 10-Q,1456802,2016-07-15,https://www.sec.gov/Archives/edgar/data/1456802/0001165527-16-000825-index.htm
16076246,"First Fixtures, Inc.",NT 10-Q,1607549,2016-08-15,https://www.sec.gov/Archives/edgar/data/1607549/0001477932-16-011829-index.htm
16076340,First National Energy Corp.,NT 10-Q,1142129,2016-08-16,https://www.sec.gov/Archives/edgar/data/1142129/0001493152-16-012522-index.htm
16076775,"FlexFridge, Inc.",NT 10-Q,1630391,2016-08-15,https://www.sec.gov/Archives/edgar/data/1630391/0001019687-16-007230-index.htm
16077473,"Foundation Healthcare, Inc.",NT 10-Q,1272597,2016-08-15,https://www.sec.gov/Archives/edgar/data/1272597/0001193125-16-682029-index.htm
16077580,"Franchise Holdings International, Inc.",NT 10-Q,1096275,2016-08-12,https://www.sec.gov/Archives/edgar/data/1096275/0001477932-16-011781-index.htm
16079553,GENETHERA INC,NT 10-Q,1017110,2016-08-12,https://www.sec.gov/Archives/edgar/data/1017110/0001017110-16-000036-index.htm
16079557,GENIE GATEWAY,NT 10-Q,1036478,2016-08-16,https://www.sec.gov/Archives/edgar/data/1036478/0001551163-16-000463-index.htm
16079716,"GEORGE RISK INDUSTRIES, INC.",NT 10-Q,84112,2016-09-14,https://www.sec.gov/Archives/edgar/data/84112/0000084112-16-000022-index.htm
16080029,GISSER AUTOMOTIVE CONCEPTS INC,NT 10-Q,1403930,2016-09-14,https://www.sec.gov/Archives/edgar/data/1403930/0001615774-16-007156-index.htm
16080388,GLOBAL GOLD CORP,NT 10-Q,319671,2016-08-15,https://www.sec.gov/Archives/edgar/data/319671/0001437749-16-037440-index.htm
16080399,"GLOBAL HEALTHCARE REIT, INC.",NT 10-Q,727346,2016-08-15,https://www.sec.gov/Archives/edgar/data/727346/0001493152-16-012416-index.htm
16080475,GLOBAL POWER EQUIPMENT GROUP INC.,NT 10-Q,1136294,2016-08-12,https://www.sec.gov/Archives/edgar/data/1136294/0001104659-16-139346-index.htm
16080541,"GLORYWIN ENTERTAINMENT GROUP, INC.",NT 10-Q,1515114,2016-08-15,https://www.sec.gov/Archives/edgar/data/1515114/0001640334-16-001543-index.htm
16080722,GOLD BILLION GROUP HOLDINGS Ltd,NT 10-Q,1174814,2016-08-15,https://www.sec.gov/Archives/edgar/data/1174814/0001137050-16-000289-index.htm
16080785,GOLD UNION INC.,NT 10-Q,1500122,2016-08-15,https://www.sec.gov/Archives/edgar/data/1500122/0001019687-16-007225-index.htm
16081570,GOLDRICH MINING CO,NT 10-Q,59860,2016-08-15,https://www.sec.gov/Archives/edgar/data/59860/0001052918-16-001230-index.htm
16081703,"GOOD GAMING, INC.",NT 10-Q,1454742,2016-08-15,https://www.sec.gov/Archives/edgar/data/1454742/0001346655-16-000036-index.htm
16082071,"GRANDPARENTS.COM, INC.",NT 10-Q,1020475,2016-08-12,https://www.sec.gov/Archives/edgar/data/1020475/0001144204-16-118609-index.htm
16082450,"GREENKRAFT, INC.",NT 10-Q,1398529,2016-08-15,https://www.sec.gov/Archives/edgar/data/1398529/0001517126-16-000338-index.htm
16082470,GREENSHIFT CORP,NT 10-Q,1269127,2016-08-15,https://www.sec.gov/Archives/edgar/data/1269127/0001096906-16-001826-index.htm
16082488,"GREENWOOD HALL, INC.",NT 10-Q,1557644,2016-07-18,https://www.sec.gov/Archives/edgar/data/1557644/0001615774-16-006351-index.htm
16082696,"GROW SOLUTIONS HOLDINGS, INC.",NT 10-Q,1104265,2016-08-15,https://www.sec.gov/Archives/edgar/data/1104265/0001213900-16-015968-index.htm
16083774,GUIDED THERAPEUTICS INC,NT 10-Q,924515,2016-08-16,https://www.sec.gov/Archives/edgar/data/924515/0001121781-16-000513-index.htm
16083921,GYROTRON TECHNOLOGY INC,NT 10-Q,1369795,2016-08-16,https://www.sec.gov/Archives/edgar/data/1369795/0001477932-16-011983-index.htm
16084465,Gawk Inc.,NT 10-Q,1546392,2016-09-14,https://www.sec.gov/Archives/edgar/data/1546392/0001640334-16-001680-index.htm
16084793,"Geo Point Resources, Inc.",NT 10-Q,1560905,2016-08-15,https://www.sec.gov/Archives/edgar/data/1560905/0001010412-16-000249-index.htm
16084795,Geo Reserve Corp,NT 10-Q,1662670,2016-08-15,https://www.sec.gov/Archives/edgar/data/1662670/0001021432-16-001447-index.htm
16085091,"Giggles N' Hugs, Inc.",NT 10-Q,1381435,2016-08-10,https://www.sec.gov/Archives/edgar/data/1381435/0001493152-16-012161-index.htm
16085240,"Global Arena Holding, Inc.",NT 10-Q,1138724,2016-08-15,https://www.sec.gov/Archives/edgar/data/1138724/0001014897-16-000619-index.htm
16085291,Global Future City Holding Inc.,NT 10-Q,1164964,2016-08-15,https://www.sec.gov/Archives/edgar/data/1164964/0001019687-16-007235-index.htm
16085494,"Glucose Health, Inc.",NT 10-Q,1420108,2016-08-15,https://www.sec.gov/Archives/edgar/data/1420108/0001477932-16-011888-index.htm
16085727,"Gold Torrent, Inc.",NT 10-Q,1463792,2016-08-16,https://www.sec.gov/Archives/edgar/data/1463792/0001493152-16-012561-index.htm
16085767,"Golden Edge Entertainment, Inc.",NT 10-Q,1575913,2016-08-12,https://www.sec.gov/Archives/edgar/data/1575913/0001504412-16-000285-index.htm
16086597,"Green Parts International, Inc.",NT 10-Q,1577898,2016-08-16,https://www.sec.gov/Archives/edgar/data/1577898/0001493152-16-012574-index.htm
16086659,"Green Technology Solutions, Inc.",NT 10-Q,874792,2016-08-16,https://www.sec.gov/Archives/edgar/data/874792/0001185185-16-005247-index.htm
16086674,"GreenKissNY, Inc.",NT 10-Q,1641488,2016-08-16,https://www.sec.gov/Archives/edgar/data/1641488/0001493152-16-012588-index.htm
16086713,"Greenfield Farms Food, Inc.",NT 10-Q,1440517,2016-08-16,https://www.sec.gov/Archives/edgar/data/1440517/0001477932-16-011947-index.htm
16086719,"Greenhouse Solutions, Inc.",NT 10-Q,1491525,2016-08-15,https://www.sec.gov/Archives/edgar/data/1491525/0001065949-16-000475-index.htm
16087024,GrowGeneration Corp.,NT 10-Q,1604868,2016-08-16,https://www.sec.gov/Archives/edgar/data/1604868/0001213900-16-016103-index.htm
16087842,HAMPSHIRE GROUP LTD,NT 10-Q,887150,2016-08-17,https://www.sec.gov/Archives/edgar/data/887150/0001437749-16-037697-index.htm
16087937,"HANGER, INC.",NT 10-Q,722723,2016-08-05,https://www.sec.gov/Archives/edgar/data/722723/0001104659-16-137637-index.htm
16088992,HCi Viocare,NT 10-Q,1402737,2016-08-15,https://www.sec.gov/Archives/edgar/data/1402737/0001594062-16-000553-index.htm
16089007,HD View 360 Inc.,NT 10-Q,1651716,2016-08-15,https://www.sec.gov/Archives/edgar/data/1651716/0001004878-16-000464-index.htm
16089041,HEALTH DISCOVERY CORP,NT 10-Q,1141788,2016-08-15,https://www.sec.gov/Archives/edgar/data/1141788/0001571049-16-017492-index.htm
16089987,HEYU DEVELOPMENT & MANAGEMENT Corp,NT 10-Q,1610804,2016-08-15,https://www.sec.gov/Archives/edgar/data/1610804/0001021432-16-001442-index.htm
16090611,"HOLLYWOOD ENTERTAINMENT EDU HOLDING, INC.",NT 10-Q,1423588,2016-08-15,https://www.sec.gov/Archives/edgar/data/1423588/0001493152-16-012348-index.htm
16092230,HYBRID Coating Technologies Inc.,NT 10-Q,1445235,2016-08-15,https://www.sec.gov/Archives/edgar/data/1445235/0001062993-16-011119-index.htm
16094142,Heyu Leisure Holidays Corp,NT 10-Q,1586573,2016-08-15,https://www.sec.gov/Archives/edgar/data/1586573/0001021432-16-001441-index.htm
16095068,Horsehead Holding Corp,NT 10-Q,1385544,2016-08-10,https://www.sec.gov/Archives/edgar/data/1385544/0001385544-16-000059-index.htm
16095143,"HotApp International, Inc.",NT 10-Q,1600347,2016-08-15,https://www.sec.gov/Archives/edgar/data/1600347/0001654954-16-001534-index.htm
16095187,"House of BODS Fitness, Inc.",NT 10-Q,1584489,2016-08-15,https://www.sec.gov/Archives/edgar/data/1584489/0001493152-16-012433-index.htm
16095213,Hoverink International Holdings Inc.,NT 10-Q,1586494,2016-07-13,https://www.sec.gov/Archives/edgar/data/1586494/0001575872-16-000380-index.htm
16096035,"IDdriven, Inc.",NT 10-Q,1605024,2016-08-15,https://www.sec.gov/Archives/edgar/data/1605024/0001640334-16-001536-index.htm
16096063,IEH CORPORATION,NT 10-Q,50292,2016-08-08,https://www.sec.gov/Archives/edgar/data/50292/0001174947-16-003018-index.htm
16096088,"IFAN FINANCIAL, INC.",NT 10-Q,1538123,2016-07-15,https://www.sec.gov/Archives/edgar/data/1538123/0001493152-16-011575-index.htm
16096104,IGEN NETWORKS CORP,NT 10-Q,1393540,2016-08-16,https://www.sec.gov/Archives/edgar/data/1393540/0001185185-16-005255-index.htm
16096358,"IMC Holdings, Inc.",NT 10-Q,1587063,2016-08-16,https://www.sec.gov/Archives/edgar/data/1587063/0001477932-16-012007-index.htm
16096646,INDEPENDENCE HOLDING CO,NT 10-Q,701869,2016-08-10,https://www.sec.gov/Archives/edgar/data/701869/0000701869-16-000091-index.htm
16096800,INFRASTRUCTURE DEVELOPMENTS CORP.,NT 10-Q,1389415,2016-08-15,https://www.sec.gov/Archives/edgar/data/1389415/0001551163-16-000446-index.htm
16096839,INNER SYSTEMS INC,NT 10-Q,1271551,2016-08-16,https://www.sec.gov/Archives/edgar/data/1271551/0001144204-16-119727-index.htm
16096857,INNERWORKINGS INC,NT 10-Q,1350381,2016-08-09,https://www.sec.gov/Archives/edgar/data/1350381/0001628280-16-018830-index.htm
16096862,"INNOCOM TECHNOLOGY HOLDINGS, INC.",NT 10-Q,1076541,2016-08-15,https://www.sec.gov/Archives/edgar/data/1076541/0001078782-16-003237-index.htm
16096874,INNOVATIVE DESIGNS INC,NT 10-Q,1190370,2016-09-12,https://www.sec.gov/Archives/edgar/data/1190370/0001615774-16-007130-index.htm
16097203,INTERACTIVE MULTI MEDIA AUCTION Corp,NT 10-Q,1565430,2016-09-15,https://www.sec.gov/Archives/edgar/data/1565430/0001654954-16-002201-index.htm
16098433,ITRON INC /WA/,NT 10-Q,780571,2016-08-04,https://www.sec.gov/Archives/edgar/data/780571/0000780571-16-000061-index.htm
16098693,"Image Chain Group Limited, Inc.",NT 10-Q,1598924,2016-08-16,https://www.sec.gov/Archives/edgar/data/1598924/0001493152-16-012589-index.htm
16098748,"ImmunoCellular Therapeutics, Ltd.",NT 10-Q,822411,2016-08-16,https://www.sec.gov/Archives/edgar/data/822411/0001628280-16-019073-index.htm
16098891,Independent Film Development CORP,NT 10-Q,1425883,2016-08-15,https://www.sec.gov/Archives/edgar/data/1425883/0001262463-16-001010-index.htm
16099004,"India Globalization Capital, Inc.",NT 10-Q,1326205,2016-08-15,https://www.sec.gov/Archives/edgar/data/1326205/0001185185-16-005237-index.htm
16099036,Indoor Harvest Corp,NT 10-Q,1572565,2016-08-15,https://www.sec.gov/Archives/edgar/data/1572565/0001640334-16-001550-index.htm
16099184,"Innerscope Advertising Agency, Inc.",NT 10-Q,1609139,2016-08-16,https://www.sec.gov/Archives/edgar/data/1609139/0001554795-16-000811-index.htm
16099205,Innovative Product Opportunities Inc.,NT 10-Q,1494413,2016-08-15,https://www.sec.gov/Archives/edgar/data/1494413/0001511164-16-000978-index.htm
16099313,"Insynergy Products, Inc",NT 10-Q,1539850,2016-08-15,https://www.sec.gov/Archives/edgar/data/1539850/0001091818-16-000345-index.htm
16100599,"Investview, Inc.",NT 10-Q,862651,2016-08-15,https://www.sec.gov/Archives/edgar/data/862651/0001144204-16-119434-index.htm
16100833,"Iveda Solutions, Inc.",NT 10-Q,1397183,2016-08-16,https://www.sec.gov/Archives/edgar/data/1397183/0001493152-16-012557-index.htm
16101935,"JOEY NEW YORK, INC.",NT 10-Q,1542013,2016-07-15,https://www.sec.gov/Archives/edgar/data/1542013/0001079974-16-001410-index.htm
16105542,"JRjr33, Inc.",NT 10-Q,1403085,2016-08-16,https://www.sec.gov/Archives/edgar/data/1403085/0001628280-16-019070-index.htm
16106058,"Jerrick Media Holdings, Inc.",NT 10-Q,1357671,2016-08-16,https://www.sec.gov/Archives/edgar/data/1357671/0001213900-16-016115-index.htm
16106144,"Jishanye, Inc.",NT 10-Q,1569737,2016-08-16,https://www.sec.gov/Archives/edgar/data/1569737/0001640334-16-001566-index.htm
16106813,KAANAPALI LAND LLC,NT 10-Q,1230058,2016-08-15,https://www.sec.gov/Archives/edgar/data/1230058/0000892626-16-000522-index.htm
16106912,KALOBIOS PHARMACEUTICALS INC,NT 10-Q,1293310,2016-08-16,https://www.sec.gov/Archives/edgar/data/1293310/0001144204-16-119684-index.htm
16107110,KATY INDUSTRIES INC,NT 10-Q,54681,2016-08-16,https://www.sec.gov/Archives/edgar/data/54681/0001140361-16-076897-index.htm
16107732,KEY ENERGY SERVICES INC,NT 10-Q,318996,2016-08-10,https://www.sec.gov/Archives/edgar/data/318996/0001193125-16-678086-index.htm
16108102,"KINGSMEN CAPITAL GROUP, LTD",NT 10-Q,1100734,2016-08-12,https://www.sec.gov/Archives/edgar/data/1100734/0001137050-16-000287-index.htm
16108491,"KM WEDDING EVENTS MANAGEMENT, INC.",NT 10-Q,1591768,2016-08-12,https://www.sec.gov/Archives/edgar/data/1591768/0001607062-16-000956-index.htm
16108661,KONA GRILL INC,NT 10-Q,1265572,2016-08-10,https://www.sec.gov/Archives/edgar/data/1265572/0001437749-16-036925-index.htm
16109089,"KSIX Media Holdings, Inc.",NT 10-Q,1392694,2016-08-16,https://www.sec.gov/Archives/edgar/data/1392694/0001493152-16-012534-index.htm
16109412,Kaeland Resources Corp,NT 10-Q,1560021,2016-08-16,https://www.sec.gov/Archives/edgar/data/1560021/0001019687-16-007271-index.htm
16109724,"Kaya Holdings, Inc.",NT 10-Q,1530746,2016-08-15,https://www.sec.gov/Archives/edgar/data/1530746/0000721748-16-001545-index.htm
16110193,Kibush Capital Corp,NT 10-Q,1614466,2016-08-15,https://www.sec.gov/Archives/edgar/data/1614466/0001493152-16-012515-index.htm
16110314,KinerjaPay Corp.,NT 10-Q,1494162,2016-08-12,https://www.sec.gov/Archives/edgar/data/1494162/0001295345-16-000612-index.htm
16110584,"Kiwibox.Com, Inc.",NT 10-Q,838796,2016-08-09,https://www.sec.gov/Archives/edgar/data/838796/0001607062-16-000950-index.htm
16113227,"LIBERATED ENERGY, INC.",NT 10-Q,1503161,2016-08-16,https://www.sec.gov/Archives/edgar/data/1503161/0001002014-16-000740-index.htm
16113281,LIBERTY STAR URANIUM & METALS CORP.,NT 10-Q,1172178,2016-09-14,https://www.sec.gov/Archives/edgar/data/1172178/0001493152-16-013324-index.htm
16113317,LIFE PARTNERS HOLDINGS INC,NT 10-Q,49534,2016-07-18,https://www.sec.gov/Archives/edgar/data/49534/0001144204-16-113314-index.htm
16113368,"LIFESTYLE MEDICAL NETWORK, INC.",NT 10-Q,1307140,2016-08-15,https://www.sec.gov/Archives/edgar/data/1307140/0001213900-16-015879-index.htm
16113388,LIFEWAY FOODS INC,NT 10-Q,814586,2016-08-12,https://www.sec.gov/Archives/edgar/data/814586/0001072613-16-000876-index.htm
16113481,"LILIS ENERGY, INC.",NT 10-Q,1437557,2016-08-15,https://www.sec.gov/Archives/edgar/data/1437557/0001144204-16-119517-index.htm
16114624,"LOTON, CORP",NT 10-Q,1491419,2016-08-15,https://www.sec.gov/Archives/edgar/data/1491419/0001615774-16-006813-index.htm
16115559,Lattice INC,NT 10-Q,350644,2016-08-15,https://www.sec.gov/Archives/edgar/data/350644/0001019687-16-007254-index.htm
16116657,"Lepora Holdings, Inc.",NT 10-Q,1662645,2016-08-16,https://www.sec.gov/Archives/edgar/data/1662645/0001021432-16-001450-index.htm
16117390,Lithium Corp,NT 10-Q,1415332,2016-08-16,https://www.sec.gov/Archives/edgar/data/1415332/0001165527-16-000872-index.htm
16117865,"LookSmart Group, Inc.",NT 10-Q,1641129,2016-08-16,https://www.sec.gov/Archives/edgar/data/1641129/0001615774-16-006849-index.htm
16118201,Lvyuan Green Building Material Technology Corp.,NT 10-Q,1580836,2016-09-14,https://www.sec.gov/Archives/edgar/data/1580836/0001213900-16-016755-index.htm
16119184,MANHATTAN SCIENTIFICS INC,NT 10-Q,1099132,2016-08-16,https://www.sec.gov/Archives/edgar/data/1099132/0001477932-16-012013-index.htm
16119375,MARILYNJEAN INTERACTIVE INC.,NT 10-Q,1504464,2016-08-15,https://www.sec.gov/Archives/edgar/data/1504464/0001078782-16-003241-index.htm
16121060,MEC Inc,NT 10-Q,1619558,2016-08-16,https://www.sec.gov/Archives/edgar/data/1619558/0001144204-16-119842-index.htm
16121091,"MEDCAREERS GROUP, Inc.",NT 10-Q,1438901,2016-09-15,https://www.sec.gov/Archives/edgar/data/1438901/0001121781-16-000542-index.htm
16121236,"MEDINA INTERNATIONAL HOLDINGS, INC.",NT 10-Q,1093248,2016-09-13,https://www.sec.gov/Archives/edgar/data/1093248/0001065949-16-000486-index.htm
16121326,MEDRESPONSE CORP.,NT 10-Q,1600750,2016-08-16,https://www.sec.gov/Archives/edgar/data/1600750/0001477932-16-012020-index.htm
16123487,MITU Resources Inc.,NT 10-Q,1609880,2016-08-15,https://www.sec.gov/Archives/edgar/data/1609880/0001062993-16-011179-index.htm
16123494,"MIX 1 LIFE, INC.",NT 10-Q,1501112,2016-07-15,https://www.sec.gov/Archives/edgar/data/1501112/0001477932-16-011385-index.htm
16123520,MJ Pharmaceuticals Inc.,NT 10-Q,1502629,2016-08-16,https://www.sec.gov/Archives/edgar/data/1502629/0001185185-16-005251-index.htm
16123600,"MMRGlobal, Inc.",NT 10-Q,1285701,2016-08-15,https://www.sec.gov/Archives/edgar/data/1285701/0001136261-16-000599-index.htm
16124501,"MOPALS.COM, INC.",NT 10-Q,1222218,2016-08-16,https://www.sec.gov/Archives/edgar/data/1222218/0001213900-16-016081-index.htm
16125830,"MULLAN AGRITECH, INC.",NT 10-Q,1629665,2016-08-15,https://www.sec.gov/Archives/edgar/data/1629665/0001520138-16-001099-index.htm
16125884,MULTIMEDIA PLATFORMS INC.,NT 10-Q,1424328,2016-08-15,https://www.sec.gov/Archives/edgar/data/1424328/0001477932-16-011931-index.htm
16126596,Madison Ventures Inc.,NT 10-Q,1575975,2016-08-16,https://www.sec.gov/Archives/edgar/data/1575975/0001477932-16-011966-index.htm
16127743,"MassRoots, Inc.",NT 10-Q,1589149,2016-08-15,https://www.sec.gov/Archives/edgar/data/1589149/0000721748-16-001568-index.htm
16128726,Medico International Inc.,NT 10-Q,1658432,2016-08-16,https://www.sec.gov/Archives/edgar/data/1658432/0001594062-16-000561-index.htm
16128783,"Medite Cancer Diagnostics, Inc.",NT 10-Q,75439,2016-08-15,https://www.sec.gov/Archives/edgar/data/75439/0001415889-16-006841-index.htm
16128849,Medovex Corp.,NT 10-Q,1591165,2016-08-15,https://www.sec.gov/Archives/edgar/data/1591165/0001415889-16-006846-index.htm
16129290,"Meridian Waste Solutions, Inc.",NT 10-Q,949721,2016-08-15,https://www.sec.gov/Archives/edgar/data/949721/0001654954-16-001632-index.htm
16130229,"Mobiquity Technologies, Inc.",NT 10-Q,1084267,2016-08-15,https://www.sec.gov/Archives/edgar/data/1084267/0001019687-16-007223-index.htm
16130450,"Monaker Group, Inc.",NT 10-Q,1372183,2016-07-15,https://www.sec.gov/Archives/edgar/data/1372183/0001580695-16-000551-index.htm
16131382,Mountain High Acquisitions Corp.,NT 10-Q,1507181,2016-08-15,https://www.sec.gov/Archives/edgar/data/1507181/0001554795-16-000794-index.htm
16131778,N-VIRO INTERNATIONAL CORP,NT 10-Q,904896,2016-08-15,https://www.sec.gov/Archives/edgar/data/904896/0000904896-16-000091-index.htm
16132279,NATION ENERGY INC,NT 10-Q,1081183,2016-08-15,https://www.sec.gov/Archives/edgar/data/1081183/0001570931-16-000080-index.htm
16133014,"NAVIDEA BIOPHARMACEUTICALS, INC.",NT 10-Q,810509,2016-08-10,https://www.sec.gov/Archives/edgar/data/810509/0001144204-16-118008-index.htm
16133186,"NEAH POWER SYSTEMS, INC.",NT 10-Q,1162816,2016-08-12,https://www.sec.gov/Archives/edgar/data/1162816/0001513162-16-000955-index.htm
16133856,NEW ASIA ENERGY INC.,NT 10-Q,1454510,2016-08-15,https://www.sec.gov/Archives/edgar/data/1454510/0001079974-16-001500-index.htm
16134361,NEWTOWN LANE MARKETING INC,NT 10-Q,1353538,2016-08-15,https://www.sec.gov/Archives/edgar/data/1353538/0001144204-16-119375-index.htm
16134451,"NEXT GROUP HOLDINGS, INC.",NT 10-Q,1424657,2016-08-15,https://www.sec.gov/Archives/edgar/data/1424657/0001213900-16-015989-index.htm
16134509,"NGA Holdco, LLC",NT 10-Q,1405621,2016-07-18,https://www.sec.gov/Archives/edgar/data/1405621/0001405621-16-000026-index.htm
16135132,NORTH BAY RESOURCES INC,NT 10-Q,1450524,2016-08-15,https://www.sec.gov/Archives/edgar/data/1450524/0001185185-16-005227-index.htm
16135553,"NORTHSIGHT CAPITAL, INC.",NT 10-Q,1439397,2016-08-15,https://www.sec.gov/Archives/edgar/data/1439397/0001078782-16-003255-index.htm
16135955,NUTRA PHARMA CORP,NT 10-Q,1119643,2016-08-15,https://www.sec.gov/Archives/edgar/data/1119643/0001398432-16-000713-index.htm
16136644,"NUVEL HOLDINGS, INC.",NT 10-Q,1503985,2016-08-15,https://www.sec.gov/Archives/edgar/data/1503985/0001117768-16-001408-index.htm
16137315,"Native American Energy Group, Inc.",NT 10-Q,1499501,2016-08-16,https://www.sec.gov/Archives/edgar/data/1499501/0001477932-16-011987-index.htm
16137380,"NaturalNano, Inc.",NT 10-Q,863895,2016-08-12,https://www.sec.gov/Archives/edgar/data/863895/0001615774-16-006723-index.htm
16137387,NaturalShrimp Inc,NT 10-Q,1465470,2016-08-16,https://www.sec.gov/Archives/edgar/data/1465470/0001654954-16-001638-index.htm
16137798,"Neuralstem, Inc.",NT 10-Q,1357459,2016-08-09,https://www.sec.gov/Archives/edgar/data/1357459/0001171843-16-011642-index.htm
16137863,New Age Beverages Corp,NT 10-Q,1579823,2016-08-15,https://www.sec.gov/Archives/edgar/data/1579823/0001079974-16-001509-index.htm
16137870,"New Asia Holdings, Inc.",NT 10-Q,1485029,2016-08-15,https://www.sec.gov/Archives/edgar/data/1485029/0001445866-16-002490-index.htm
16137931,"New Global Energy, Inc.",NT 10-Q,1543083,2016-08-15,https://www.sec.gov/Archives/edgar/data/1543083/0001477932-16-011866-index.htm
16138819,"North America Frac Sand, Inc.",NT 10-Q,1409253,2016-08-15,https://www.sec.gov/Archives/edgar/data/1409253/0001477932-16-011907-index.htm
